Denom,Year,Mintage,Mint_State,Value
Quarter,1853,15210020,Fine,40.0
Quarter,1853,15210020,VFine,50.0
Quarter,1853,15210020,EFine,175.0
Quarter,1853,15210020,AUncirculated,350.0
Quarter,1853,15210020,MintState60,950.0
Quarter,1853,15210020,MintState63,1750.0
Quarter,1854,12380000,Good,30.0
Quarter,1854,12380000,VGood,35.0
Quarter,1854,12380000,Fine,40.0
Quarter,1854,12380000,VFine,45.0
Quarter,1854,12380000,EFine,85.0
Quarter,1854,12380000,AUncirculated,250.0
Quarter,1854,12380000,MintState60,625.0
Quarter,1854,12380000,MintState63,1100.0
Quarter,1855,2857000,Good,30.0
Quarter,1855,2857000,VGood,35.0
Quarter,1855,2857000,Fine,40.0
Quarter,1855,2857000,VFine,50.0
Quarter,1855,2857000,EFine,125.0
Quarter,1855,2857000,AUncirculated,250.0
Quarter,1855,2857000,MintState60,625.0
Quarter,1855,2857000,MintState63,1100.0
Quarter,1856,7264000,Good,28.0
Quarter,1856,7264000,VGood,30.0
Quarter,1856,7264000,Fine,35.0
Quarter,1856,7264000,VFine,45.0
Quarter,1856,7264000,EFine,75.0
Quarter,1856,7264000,AUncirculated,185.0
Quarter,1856,7264000,MintState60,350.0
Quarter,1856,7264000,MintState63,650.0
Quarter,1856,7264000,Proof,4500.0
Quarter,1857,9644000,Good,28.0
Quarter,1857,9644000,VGood,30.0
Quarter,1857,9644000,Fine,35.0
Quarter,1857,9644000,VFine,45.0
Quarter,1857,9644000,EFine,75.0
Quarter,1857,9644000,AUncirculated,185.0
Quarter,1857,9644000,MintState60,350.0
Quarter,1857,9644000,MintState63,600.0
Quarter,1857,9644000,Proof,4000.0
Quarter,1858,7368000,Good,28.0
Quarter,1858,7368000,VGood,30.0
Quarter,1858,7368000,Fine,35.0
Quarter,1858,7368000,VFine,45.0
Quarter,1858,7368000,EFine,75.0
Quarter,1858,7368000,AUncirculated,185.0
Quarter,1858,7368000,MintState60,350.0
Quarter,1858,7368000,MintState63,600.0
Quarter,1858,7368000,Proof,2000.0
Quarter,1859,1343200,Good,28.0
Quarter,1859,1343200,VGood,30.0
Quarter,1859,1343200,Fine,45.0
Quarter,1859,1343200,VFine,65.0
Quarter,1859,1343200,EFine,90.0
Quarter,1859,1343200,AUncirculated,200.0
Quarter,1859,1343200,MintState60,425.0
Quarter,1859,1343200,MintState63,900.0
Quarter,1859,1343200,Proof,1500.0
Quarter,1860,804400,Good,28.0
Quarter,1860,804400,VGood,30.0
Quarter,1860,804400,Fine,35.0
Quarter,1860,804400,VFine,65.0
Quarter,1860,804400,EFine,100.0
Quarter,1860,804400,AUncirculated,195.0
Quarter,1860,804400,MintState60,500.0
Quarter,1860,804400,MintState63,850.0
Quarter,1860,804400,Proof,1200.0
Quarter,1861,4853600,Good,32.0
Quarter,1861,4853600,VGood,37.0
Quarter,1861,4853600,Fine,42.0
Quarter,1861,4853600,VFine,65.0
Quarter,1861,4853600,EFine,100.0
Quarter,1861,4853600,AUncirculated,200.0
Quarter,1861,4853600,MintState60,350.0
Quarter,1861,4853600,MintState63,725.0
Quarter,1861,4853600,Proof,1200.0
Quarter,1862,932000,Good,30.0
Quarter,1862,932000,VGood,35.0
Quarter,1862,932000,Fine,50.0
Quarter,1862,932000,VFine,65.0
Quarter,1862,932000,EFine,100.0
Quarter,1862,932000,AUncirculated,210.0
Quarter,1862,932000,MintState60,425.0
Quarter,1862,932000,MintState63,750.0
Quarter,1862,932000,Proof,1200.0
Quarter,1863,191600,Good,65.0
Quarter,1863,191600,VGood,85.0
Quarter,1863,191600,Fine,115.0
Quarter,1863,191600,VFine,275.0
Quarter,1863,191600,EFine,400.0
Quarter,1863,191600,AUncirculated,550.0
Quarter,1863,191600,MintState60,800.0
Quarter,1863,191600,MintState63,1350.0
Quarter,1863,191600,Proof,1200.0
Quarter,1864,93600,Good,150.0
Quarter,1864,93600,VGood,215.0
Quarter,1864,93600,Fine,300.0
Quarter,1864,93600,VFine,425.0
Quarter,1864,93600,EFine,575.0
Quarter,1864,93600,AUncirculated,700.0
Quarter,1864,93600,MintState60,1250.0
Quarter,1864,93600,MintState63,2500.0
Quarter,1864,93600,Proof,1200.0
Quarter,1865,58800,Good,100.0
Quarter,1865,58800,VGood,165.0
Quarter,1865,58800,Fine,250.0
Quarter,1865,58800,VFine,350.0
Quarter,1865,58800,EFine,450.0
Quarter,1865,58800,AUncirculated,750.0
Quarter,1865,58800,MintState60,1250.0
Quarter,1865,58800,MintState63,1850.0
Quarter,1865,58800,Proof,1200.0
Quarter,1866,16800,Good,750.0
Quarter,1866,16800,VGood,1000.0
Quarter,1866,16800,Fine,1250.0
Quarter,1866,16800,VFine,1500.0
Quarter,1866,16800,EFine,1850.0
Quarter,1866,16800,AUncirculated,2450.0
Quarter,1866,16800,MintState60,2800.0
Quarter,1866,16800,MintState63,3150.0
Quarter,1866,16800,Proof,850.0
Quarter,1867,20000,Good,375.0
Quarter,1867,20000,VGood,550.0
Quarter,1867,20000,Fine,750.0
Quarter,1867,20000,VFine,1000.0
Quarter,1867,20000,EFine,1500.0
Quarter,1867,20000,AUncirculated,1850.0
Quarter,1867,20000,MintState60,2250.0
Quarter,1867,20000,MintState63,4500.0
Quarter,1867,20000,Proof,850.0
Quarter,1868,29400,Good,185.0
Quarter,1868,29400,VGood,325.0
Quarter,1868,29400,Fine,400.0
Quarter,1868,29400,VFine,500.0
Quarter,1868,29400,EFine,700.0
Quarter,1868,29400,AUncirculated,850.0
Quarter,1868,29400,MintState60,1750.0
Quarter,1868,29400,MintState63,3500.0
Quarter,1868,29400,Proof,850.0
Quarter,1869,16000,Good,500.0
Quarter,1869,16000,VGood,650.0
Quarter,1869,16000,Fine,850.0
Quarter,1869,16000,VFine,1000.0
Quarter,1869,16000,EFine,1250.0
Quarter,1869,16000,AUncirculated,1500.0
Quarter,1869,16000,MintState60,2250.0
Quarter,1869,16000,MintState63,4500.0
Quarter,1869,16000,Proof,850.0
Quarter,1870,86400,Good,65.0
Quarter,1870,86400,VGood,100.0
Quarter,1870,86400,Fine,150.0
Quarter,1870,86400,VFine,250.0
Quarter,1870,86400,EFine,450.0
Quarter,1870,86400,AUncirculated,650.0
Quarter,1870,86400,MintState60,1000.0
Quarter,1870,86400,MintState63,1750.0
Quarter,1870,86400,Proof,850.0
Quarter,1871,118200,Good,50.0
Quarter,1871,118200,VGood,75.0
Quarter,1871,118200,Fine,125.0
Quarter,1871,118200,VFine,175.0
Quarter,1871,118200,EFine,325.0
Quarter,1871,118200,AUncirculated,450.0
Quarter,1871,118200,MintState60,750.0
Quarter,1871,118200,MintState63,1500.0
Quarter,1871,118200,Proof,850.0
Quarter,1872,182000,Good,50.0
Quarter,1872,182000,VGood,85.0
Quarter,1872,182000,Fine,125.0
Quarter,1872,182000,VFine,185.0
Quarter,1872,182000,EFine,350.0
Quarter,1872,182000,AUncirculated,500.0
Quarter,1872,182000,MintState60,900.0
Quarter,1872,182000,MintState63,2250.0
Quarter,1872,182000,Proof,850.0
Quarter,1873,1483200,Good,30.0
Quarter,1873,1483200,VGood,45.0
Quarter,1873,1483200,Fine,85.0
Quarter,1873,1483200,VFine,150.0
Quarter,1873,1483200,EFine,300.0
Quarter,1873,1483200,AUncirculated,425.0
Quarter,1873,1483200,MintState60,675.0
Quarter,1873,1483200,MintState63,1850.0
Quarter,1873,1483200,Proof,1350.0
Quarter,1874,471200,Good,30.0
Quarter,1874,471200,VGood,35.0
Quarter,1874,471200,Fine,40.0
Quarter,1874,471200,VFine,65.0
Quarter,1874,471200,EFine,200.0
Quarter,1874,471200,AUncirculated,450.0
Quarter,1874,471200,MintState60,850.0
Quarter,1874,471200,MintState63,1100.0
Quarter,1874,471200,Proof,1350.0
Quarter,1875,4292800,Good,28.0
Quarter,1875,4292800,VGood,30.0
Quarter,1875,4292800,Fine,35.0
Quarter,1875,4292800,VFine,45.0
Quarter,1875,4292800,EFine,65.0
Quarter,1875,4292800,AUncirculated,160.0
Quarter,1875,4292800,MintState60,275.0
Quarter,1875,4292800,MintState63,550.0
Quarter,1875,4292800,Proof,750.0
Quarter,1876,17816000,Good,28.0
Quarter,1876,17816000,VGood,30.0
Quarter,1876,17816000,Fine,35.0
Quarter,1876,17816000,VFine,45.0
Quarter,1876,17816000,EFine,65.0
Quarter,1876,17816000,AUncirculated,160.0
Quarter,1876,17816000,MintState60,275.0
Quarter,1876,17816000,MintState63,550.0
Quarter,1876,17816000,Proof,750.0
Quarter,1877,10911200,Good,28.0
Quarter,1877,10911200,VGood,30.0
Quarter,1877,10911200,Fine,35.0
Quarter,1877,10911200,VFine,45.0
Quarter,1877,10911200,EFine,65.0
Quarter,1877,10911200,AUncirculated,160.0
Quarter,1877,10911200,MintState60,275.0
Quarter,1877,10911200,MintState63,550.0
Quarter,1877,10911200,Proof,750.0
Quarter,1878,2260000,Good,28.0
Quarter,1878,2260000,VGood,30.0
Quarter,1878,2260000,Fine,35.0
Quarter,1878,2260000,VFine,45.0
Quarter,1878,2260000,EFine,65.0
Quarter,1878,2260000,AUncirculated,160.0
Quarter,1878,2260000,MintState60,275.0
Quarter,1878,2260000,MintState63,550.0
Quarter,1878,2260000,Proof,750.0
Quarter,1879,13600,Good,200.0
Quarter,1879,13600,VGood,275.0
Quarter,1879,13600,Fine,350.0
Quarter,1879,13600,VFine,425.0
Quarter,1879,13600,EFine,475.0
Quarter,1879,13600,AUncirculated,550.0
Quarter,1879,13600,MintState60,675.0
Quarter,1879,13600,MintState63,850.0
Quarter,1879,13600,Proof,750.0
Quarter,1880,13600,Good,200.0
Quarter,1880,13600,VGood,275.0
Quarter,1880,13600,Fine,350.0
Quarter,1880,13600,VFine,425.0
Quarter,1880,13600,EFine,475.0
Quarter,1880,13600,AUncirculated,550.0
Quarter,1880,13600,MintState60,675.0
Quarter,1880,13600,MintState63,850.0
Quarter,1880,13600,Proof,750.0
Quarter,1881,12000,Good,200.0
Quarter,1881,12000,VGood,275.0
Quarter,1881,12000,Fine,350.0
Quarter,1881,12000,VFine,425.0
Quarter,1881,12000,EFine,475.0
Quarter,1881,12000,AUncirculated,550.0
Quarter,1881,12000,MintState60,675.0
Quarter,1881,12000,MintState63,850.0
Quarter,1881,12000,Proof,750.0
Quarter,1882,15200,Good,200.0
Quarter,1882,15200,VGood,275.0
Quarter,1882,15200,Fine,350.0
Quarter,1882,15200,VFine,425.0
Quarter,1882,15200,EFine,475.0
Quarter,1882,15200,AUncirculated,550.0
Quarter,1882,15200,MintState60,675.0
Quarter,1882,15200,MintState63,850.0
Quarter,1882,15200,Proof,750.0
Quarter,1883,14400,Good,200.0
Quarter,1883,14400,VGood,275.0
Quarter,1883,14400,Fine,350.0
Quarter,1883,14400,VFine,425.0
Quarter,1883,14400,EFine,475.0
Quarter,1883,14400,AUncirculated,550.0
Quarter,1883,14400,MintState60,675.0
Quarter,1883,14400,MintState63,850.0
Quarter,1883,14400,Proof,750.0
Quarter,1884,8000,Good,300.0
Quarter,1884,8000,VGood,400.0
Quarter,1884,8000,Fine,500.0
Quarter,1884,8000,VFine,625.0
Quarter,1884,8000,EFine,725.0
Quarter,1884,8000,AUncirculated,800.0
Quarter,1884,8000,MintState60,900.0
Quarter,1884,8000,MintState63,1150.0
Quarter,1884,8000,Proof,750.0
Quarter,1885,13600,Good,200.0
Quarter,1885,13600,VGood,250.0
Quarter,1885,13600,Fine,350.0
Quarter,1885,13600,VFine,500.0
Quarter,1885,13600,EFine,575.0
Quarter,1885,13600,AUncirculated,700.0
Quarter,1885,13600,MintState60,850.0
Quarter,1885,13600,MintState63,1100.0
Quarter,1885,13600,Proof,750.0
Quarter,1886,5000,Good,400.0
Quarter,1886,5000,VGood,550.0
Quarter,1886,5000,Fine,750.0
Quarter,1886,5000,VFine,950.0
Quarter,1886,5000,EFine,1100.0
Quarter,1886,5000,AUncirculated,1250.0
Quarter,1886,5000,MintState60,1500.0
Quarter,1886,5000,MintState63,1900.0
Quarter,1886,5000,Proof,750.0
Quarter,1887,10000,Good,250.0
Quarter,1887,10000,VGood,350.0
Quarter,1887,10000,Fine,425.0
Quarter,1887,10000,VFine,500.0
Quarter,1887,10000,EFine,575.0
Quarter,1887,10000,AUncirculated,625.0
Quarter,1887,10000,MintState60,850.0
Quarter,1887,10000,MintState63,1150.0
Quarter,1887,10000,Proof,750.0
Quarter,1888,10001,Good,250.0
Quarter,1888,10001,VGood,350.0
Quarter,1888,10001,Fine,425.0
Quarter,1888,10001,VFine,500.0
Quarter,1888,10001,EFine,550.0
Quarter,1888,10001,AUncirculated,600.0
Quarter,1888,10001,MintState60,700.0
Quarter,1888,10001,MintState63,900.0
Quarter,1888,10001,Proof,750.0
Quarter,1889,12000,Good,200.0
Quarter,1889,12000,VGood,275.0
Quarter,1889,12000,Fine,425.0
Quarter,1889,12000,VFine,500.0
Quarter,1889,12000,EFine,550.0
Quarter,1889,12000,AUncirculated,600.0
Quarter,1889,12000,MintState60,700.0
Quarter,1889,12000,MintState63,900.0
Quarter,1889,12000,Proof,750.0
Quarter,1890,80000,Good,95.0
Quarter,1890,80000,VGood,135.0
Quarter,1890,80000,Fine,180.0
Quarter,1890,80000,VFine,275.0
Quarter,1890,80000,EFine,325.0
Quarter,1890,80000,AUncirculated,375.0
Quarter,1890,80000,MintState60,485.0
Quarter,1890,80000,MintState63,900.0
Quarter,1890,80000,Proof,750.0
Quarter,1891,3920000,Good,30.0
Quarter,1891,3920000,VGood,35.0
Quarter,1891,3920000,Fine,40.0
Quarter,1891,3920000,VFine,45.0
Quarter,1891,3920000,EFine,65.0
Quarter,1891,3920000,AUncirculated,160.0
Quarter,1891,3920000,MintState60,260.0
Quarter,1891,3920000,MintState63,550.0
Quarter,1891,3920000,Proof,750.0
Quarter,1892,8236000,Good,10.0
Quarter,1892,8236000,VGood,12.0
Quarter,1892,8236000,Fine,26.0
Quarter,1892,8236000,VFine,45.0
Quarter,1892,8236000,EFine,75.0
Quarter,1892,8236000,AUncirculated,130.0
Quarter,1892,8236000,MintState60,250.0
Quarter,1892,8236000,MintState63,375.0
Quarter,1892,8236000,Proof,650.0
Quarter,1893,5444023,Good,10.0
Quarter,1893,5444023,VGood,12.0
Quarter,1893,5444023,Fine,20.0
Quarter,1893,5444023,VFine,30.0
Quarter,1893,5444023,EFine,55.0
Quarter,1893,5444023,AUncirculated,130.0
Quarter,1893,5444023,MintState60,240.0
Quarter,1893,5444023,MintState63,450.0
Quarter,1893,5444023,Proof,650.0
Quarter,1894,3432000,Good,10.0
Quarter,1894,3432000,VGood,12.0
Quarter,1894,3432000,Fine,35.0
Quarter,1894,3432000,VFine,50.0
Quarter,1894,3432000,EFine,95.0
Quarter,1894,3432000,AUncirculated,150.0
Quarter,1894,3432000,MintState60,240.0
Quarter,1894,3432000,MintState63,425.0
Quarter,1894,3432000,Proof,650.0
Quarter,1895,4440000,Good,10.0
Quarter,1895,4440000,VGood,14.0
Quarter,1895,4440000,Fine,30.0
Quarter,1895,4440000,VFine,45.0
Quarter,1895,4440000,EFine,80.0
Quarter,1895,4440000,AUncirculated,140.0
Quarter,1895,4440000,MintState60,275.0
Quarter,1895,4440000,MintState63,450.0
Quarter,1895,4440000,Proof,650.0
Quarter,1896,3874000,Good,10.0
Quarter,1896,3874000,VGood,14.0
Quarter,1896,3874000,Fine,30.0
Quarter,1896,3874000,VFine,45.0
Quarter,1896,3874000,EFine,80.0
Quarter,1896,3874000,AUncirculated,135.0
Quarter,1896,3874000,MintState60,250.0
Quarter,1896,3874000,MintState63,325.0
Quarter,1896,3874000,Proof,650.0
Quarter,1897,8140000,Good,9.0
Quarter,1897,8140000,VGood,14.0
Quarter,1897,8140000,Fine,26.0
Quarter,1897,8140000,VFine,40.0
Quarter,1897,8140000,EFine,70.0
Quarter,1897,8140000,AUncirculated,120.0
Quarter,1897,8140000,MintState60,240.0
Quarter,1897,8140000,MintState63,350.0
Quarter,1897,8140000,Proof,650.0
Quarter,1898,11100000,Good,9.0
Quarter,1898,11100000,VGood,10.0
Quarter,1898,11100000,Fine,26.0
Quarter,1898,11100000,VFine,45.0
Quarter,1898,11100000,EFine,70.0
Quarter,1898,11100000,AUncirculated,125.0
Quarter,1898,11100000,MintState60,225.0
Quarter,1898,11100000,MintState63,350.0
Quarter,1898,11100000,Proof,650.0
Quarter,1899,12624000,Good,9.0
Quarter,1899,12624000,VGood,10.0
Quarter,1899,12624000,Fine,26.0
Quarter,1899,12624000,VFine,45.0
Quarter,1899,12624000,EFine,75.0
Quarter,1899,12624000,AUncirculated,125.0
Quarter,1899,12624000,MintState60,240.0
Quarter,1899,12624000,MintState63,375.0
Quarter,1899,12624000,Proof,650.0
Quarter,1900,10016000,Good,9.0
Quarter,1900,10016000,VGood,10.0
Quarter,1900,10016000,Fine,26.0
Quarter,1900,10016000,VFine,45.0
Quarter,1900,10016000,EFine,75.0
Quarter,1900,10016000,AUncirculated,125.0
Quarter,1900,10016000,MintState60,240.0
Quarter,1900,10016000,MintState63,375.0
Quarter,1900,10016000,Proof,650.0
Quarter,1901,8892000,Good,9.0
Quarter,1901,8892000,VGood,10.0
Quarter,1901,8892000,Fine,26.0
Quarter,1901,8892000,VFine,45.0
Quarter,1901,8892000,EFine,80.0
Quarter,1901,8892000,AUncirculated,135.0
Quarter,1901,8892000,MintState60,275.0
Quarter,1901,8892000,MintState63,425.0
Quarter,1901,8892000,Proof,650.0
Quarter,1902,12196967,Good,9.0
Quarter,1902,12196967,VGood,10.0
Quarter,1902,12196967,Fine,26.0
Quarter,1902,12196967,VFine,45.0
Quarter,1902,12196967,EFine,65.0
Quarter,1902,12196967,AUncirculated,120.0
Quarter,1902,12196967,MintState60,240.0
Quarter,1902,12196967,MintState63,375.0
Quarter,1902,12196967,Proof,650.0
Quarter,1903,9759309,Good,9.0
Quarter,1903,9759309,VGood,10.0
Quarter,1903,9759309,Fine,26.0
Quarter,1903,9759309,VFine,45.0
Quarter,1903,9759309,EFine,65.0
Quarter,1903,9759309,AUncirculated,120.0
Quarter,1903,9759309,MintState60,240.0
Quarter,1903,9759309,MintState63,450.0
Quarter,1903,9759309,Proof,650.0
Quarter,1904,9588143,Good,9.0
Quarter,1904,9588143,VGood,10.0
Quarter,1904,9588143,Fine,26.0
Quarter,1904,9588143,VFine,45.0
Quarter,1904,9588143,EFine,70.0
Quarter,1904,9588143,AUncirculated,120.0
Quarter,1904,9588143,MintState60,240.0
Quarter,1904,9588143,MintState63,475.0
Quarter,1904,9588143,Proof,650.0
Quarter,1905,4967523,Good,30.0
Quarter,1905,4967523,VGood,35.0
Quarter,1905,4967523,Fine,50.0
Quarter,1905,4967523,VFine,65.0
Quarter,1905,4967523,EFine,70.0
Quarter,1905,4967523,AUncirculated,120.0
Quarter,1905,4967523,MintState60,240.0
Quarter,1905,4967523,MintState63,425.0
Quarter,1905,4967523,Proof,650.0
Quarter,1906,6935760,Good,9.0
Quarter,1906,6935760,VGood,10.0
Quarter,1906,6935760,Fine,26.0
Quarter,1906,6935760,VFine,45.0
Quarter,1906,6935760,EFine,70.0
Quarter,1906,6935760,AUncirculated,120.0
Quarter,1906,6935760,MintState60,240.0
Quarter,1906,6935760,MintState63,375.0
Quarter,1906,6935760,Proof,650.0
Quarter,1907,9616000,Good,9.0
Quarter,1907,9616000,VGood,10.0
Quarter,1907,9616000,Fine,26.0
Quarter,1907,9616000,VFine,40.0
Quarter,1907,9616000,EFine,65.0
Quarter,1907,9616000,AUncirculated,120.0
Quarter,1907,9616000,MintState60,240.0
Quarter,1907,9616000,MintState63,375.0
Quarter,1907,9616000,Proof,650.0
Quarter,1908,10020000,Good,9.0
Quarter,1908,10020000,VGood,10.0
Quarter,1908,10020000,Fine,26.0
Quarter,1908,10020000,VFine,45.0
Quarter,1908,10020000,EFine,70.0
Quarter,1908,10020000,AUncirculated,120.0
Quarter,1908,10020000,MintState60,240.0
Quarter,1908,10020000,MintState63,375.0
Quarter,1908,10020000,Proof,650.0
Quarter,1909,14382000,Good,9.0
Quarter,1909,14382000,VGood,10.0
Quarter,1909,14382000,Fine,26.0
Quarter,1909,14382000,VFine,45.0
Quarter,1909,14382000,EFine,6.0
Quarter,1909,14382000,AUncirculated,120.0
Quarter,1909,14382000,MintState60,240.0
Quarter,1909,14382000,MintState63,375.0
Quarter,1909,14382000,Proof,650.0
Quarter,1910,3744000,Good,9.0
Quarter,1910,3744000,VGood,10.0
Quarter,1910,3744000,Fine,26.0
Quarter,1910,3744000,VFine,45.0
Quarter,1910,3744000,EFine,80.0
Quarter,1910,3744000,AUncirculated,140.0
Quarter,1910,3744000,MintState60,240.0
Quarter,1910,3744000,MintState63,375.0
Quarter,1910,3744000,Proof,650.0
Quarter,1911,4653600,Good,9.0
Quarter,1911,4653600,VGood,10.0
Quarter,1911,4653600,Fine,26.0
Quarter,1911,4653600,VFine,45.0
Quarter,1911,4653600,EFine,70.0
Quarter,1911,4653600,AUncirculated,125.0
Quarter,1911,4653600,MintState60,240.0
Quarter,1911,4653600,MintState63,375.0
Quarter,1911,4653600,Proof,650.0
Quarter,1912,4400000,Good,9.0
Quarter,1912,4400000,VGood,10.0
Quarter,1912,4400000,Fine,26.0
Quarter,1912,4400000,VFine,45.0
Quarter,1912,4400000,EFine,70.0
Quarter,1912,4400000,AUncirculated,120.0
Quarter,1912,4400000,MintState60,240.0
Quarter,1912,4400000,MintState63,375.0
Quarter,1912,4400000,Proof,650.0
Quarter,1913,1934800,Good,30.0
Quarter,1913,1934800,VGood,45.0
Quarter,1913,1934800,Fine,110.0
Quarter,1913,1934800,VFine,180.0
Quarter,1913,1934800,EFine,400.0
Quarter,1913,1934800,AUncirculated,525.0
Quarter,1913,1934800,MintState60,750.0
Quarter,1913,1934800,MintState63,900.0
Quarter,1913,1934800,Proof,650.0
Quarter,1914,9290230,Good,9.0
Quarter,1914,9290230,VGood,10.0
Quarter,1914,9290230,Fine,22.0
Quarter,1914,9290230,VFine,40.0
Quarter,1914,9290230,EFine,65.0
Quarter,1914,9290230,AUncirculated,120.0
Quarter,1914,9290230,MintState60,240.0
Quarter,1914,9290230,MintState63,375.0
Quarter,1914,9290230,Proof,650.0
Quarter,1915,7174000,Good,9.0
Quarter,1915,7174000,VGood,10.0
Quarter,1915,7174000,Fine,22.0
Quarter,1915,7174000,VFine,40.0
Quarter,1915,7174000,EFine,65.0
Quarter,1915,7174000,AUncirculated,120.0
Quarter,1915,7174000,MintState60,240.0
Quarter,1915,7174000,MintState63,375.0
Quarter,1915,7174000,Proof,750.0
Quarter,1916,8328800,Good,9.0
Quarter,1916,8328800,VGood,10.0
Quarter,1916,8328800,Fine,22.0
Quarter,1916,8328800,VFine,40.0
Quarter,1916,8328800,EFine,70.0
Quarter,1916,8328800,AUncirculated,120.0
Quarter,1916,8328800,MintState60,240.0
Quarter,1916,8328800,MintState63,375.0
Quarter,1917,30353600,Good,20.0
Quarter,1917,30353600,VGood,32.0
Quarter,1917,30353600,Fine,45.0
Quarter,1917,30353600,VFine,55.0
Quarter,1917,30353600,EFine,75.0
Quarter,1917,30353600,AUncirculated,110.0
Quarter,1917,30353600,MintState60,150.0
Quarter,1917,30353600,MintState63,275.0
Quarter,1918,21620000,Good,20.0
Quarter,1918,21620000,VGood,2.0
Quarter,1918,21620000,Fine,30.0
Quarter,1918,21620000,VFine,35.0
Quarter,1918,21620000,EFine,55.0
Quarter,1918,21620000,AUncirculated,95.0
Quarter,1918,21620000,MintState60,150.0
Quarter,1918,21620000,MintState63,250.0
Quarter,1919,13268000,Good,25.0
Quarter,1919,13268000,VGood,40.0
Quarter,1919,13268000,Fine,55.0
Quarter,1919,13268000,VFine,65.0
Quarter,1919,13268000,EFine,80.0
Quarter,1919,13268000,AUncirculated,105.0
Quarter,1919,13268000,MintState60,150.0
Quarter,1919,13268000,MintState63,210.0
Quarter,1920,31446400,Good,12.0
Quarter,1920,31446400,VGood,16.0
Quarter,1920,31446400,Fine,25.0
Quarter,1920,31446400,VFine,30.0
Quarter,1920,31446400,EFine,45.0
Quarter,1920,31446400,AUncirculated,75.0
Quarter,1920,31446400,MintState60,125.0
Quarter,1920,31446400,MintState63,210.0
Quarter,1921,1916000,Good,150.0
Quarter,1921,1916000,VGood,250.0
Quarter,1921,1916000,Fine,385.0
Quarter,1921,1916000,VFine,550.0
Quarter,1921,1916000,EFine,700.0
Quarter,1921,1916000,AUncirculated,900.0
Quarter,1921,1916000,MintState60,1200.0
Quarter,1921,1916000,MintState63,1900.0
Quarter,1923,9716000,Good,12.0
Quarter,1923,9716000,VGood,18.0
Quarter,1923,9716000,Fine,25.0
Quarter,1923,9716000,VFine,35.0
Quarter,1923,9716000,EFine,45.0
Quarter,1923,9716000,AUncirculated,80.0
Quarter,1923,9716000,MintState60,150.0
Quarter,1923,9716000,MintState63,200.0
Quarter,1924,14032000,Good,12.0
Quarter,1924,14032000,VGood,16.0
Quarter,1924,14032000,Fine,22.0
Quarter,1924,14032000,VFine,35.0
Quarter,1924,14032000,EFine,45.0
Quarter,1924,14032000,AUncirculated,80.0
Quarter,1924,14032000,MintState60,150.0
Quarter,1924,14032000,MintState63,225.0
Quarter,1925,12280000,Good,6.0
Quarter,1925,12280000,VGood,8.0
Quarter,1925,12280000,Fine,10.0
Quarter,1925,12280000,VFine,20.0
Quarter,1925,12280000,EFine,40.0
Quarter,1925,12280000,AUncirculated,70.0
Quarter,1925,12280000,MintState60,130.0
Quarter,1925,12280000,MintState63,200.0
Quarter,1926,13032000,Good,6.0
Quarter,1926,13032000,VGood,8.0
Quarter,1926,13032000,Fine,9.0
Quarter,1926,13032000,VFine,20.0
Quarter,1926,13032000,EFine,40.0
Quarter,1926,13032000,AUncirculated,70.0
Quarter,1926,13032000,MintState60,130.0
Quarter,1926,13032000,MintState63,150.0
Quarter,1927,12888000,Good,6.0
Quarter,1927,12888000,VGood,8.0
Quarter,1927,12888000,Fine,9.0
Quarter,1927,12888000,VFine,17.0
Quarter,1927,12888000,EFine,35.0
Quarter,1927,12888000,AUncirculated,70.0
Quarter,1927,12888000,MintState60,130.0
Quarter,1927,12888000,MintState63,200.0
Quarter,1928,7963600,Good,6.0
Quarter,1928,7963600,VGood,8.0
Quarter,1928,7963600,Fine,9.0
Quarter,1928,7963600,VFine,17.0
Quarter,1928,7963600,EFine,35.0
Quarter,1928,7963600,AUncirculated,65.0
Quarter,1928,7963600,MintState60,120.0
Quarter,1928,7963600,MintState63,175.0
Quarter,1929,12498000,Good,6.0
Quarter,1929,12498000,VGood,8.0
Quarter,1929,12498000,Fine,9.0
Quarter,1929,12498000,VFine,17.0
Quarter,1929,12498000,EFine,35.0
Quarter,1929,12498000,AUncirculated,65.0
Quarter,1929,12498000,MintState60,120.0
Quarter,1929,12498000,MintState63,175.0
Quarter,1930,5632000,Good,6.0
Quarter,1930,5632000,VGood,8.0
Quarter,1930,5632000,Fine,9.0
Quarter,1930,5632000,VFine,17.0
Quarter,1930,5632000,EFine,35.0
Quarter,1930,5632000,AUncirculated,65.0
Quarter,1930,5632000,MintState60,120.0
Quarter,1930,5632000,MintState63,175.0
Quarter,1932,5840800,VGood,8.0
Quarter,1932,5840800,Fine,10.0
Quarter,1932,5840800,VFine,12.0
Quarter,1932,5840800,EFine,14.0
Quarter,1932,5840800,AUncirculated,16.0
Quarter,1932,5840800,MintState60,25.0
Quarter,1932,5840800,MintState63,60.0
Quarter,1932,5840800,MintState65,275.0
Quarter,1934,35439252,VGood,7.0
Quarter,1934,35439252,Fine,8.0
Quarter,1934,35439252,VFine,9.0
Quarter,1934,35439252,EFine,10.0
Quarter,1934,35439252,AUncirculated,15.0
Quarter,1934,35439252,MintState60,30.0
Quarter,1934,35439252,MintState63,50.0
Quarter,1934,35439252,MintState65,165.0
Quarter,1935,38264000,VGood,7.0
